comparison,block,slot,operation,iterations,setup_ns,warmup_iterations,warmup_ns,elapsed_ns,ns_per_operation,checksum,command
store_release_relaxed,10,3,store_relaxed,50000000,4844,1000000,193183,9680877,0.193617540,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-arm/output/binaries/atomic-cost-native store_relaxed 50000000
store_seqcst_release,10,0,store_release,50000000,4808,1000000,193401,9685264,0.193705280,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-arm/output/binaries/atomic-cost-native store_release 50000000
store_seqcst_release,10,1,store_seqcst,50000000,4648,1000000,193412,9745711,0.194914220,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-arm/output/binaries/atomic-cost-native store_seqcst 50000000
store_seqcst_release,10,2,store_seqcst,50000000,4568,1000000,193418,9691661,0.193833220,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-arm/output/binaries/atomic-cost-native store_seqcst 50000000
store_seqcst_release,10,3,store_release,50000000,4589,1000000,193361,9772467,0.195449340,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-arm/output/binaries/atomic-cost-native store_release 50000000
fetch_add_seqcst_relaxed,10,0,fetch_add_relaxed,10000000,4669,1000000,5044113,50635188,5.063518800,10000000,taskset --cpu-list 3 /tmp/topic22-5f93fdb-arm/output/binaries/atomic-cost-native fetch_add_relaxed 10000000
fetch_add_seqcst_relaxed,10,1,fetch_add_seqcst,10000000,4833,1000000,5047051,50549812,5.054981200,10000000,taskset --cpu-list 3 /tmp/topic22-5f93fdb-arm/output/binaries/atomic-cost-native fetch_add_seqcst 10000000
fetch_add_seqcst_relaxed,10,2,fetch_add_seqcst,10000000,4637,1000000,5047231,50517040,5.051704000,10000000,taskset --cpu-list 3 /tmp/topic22-5f93fdb-arm/output/binaries/atomic-cost-native fetch_add_seqcst 10000000
fetch_add_seqcst_relaxed,10,3,fetch_add_relaxed,10000000,4630,1000000,5050447,50502346,5.050234600,10000000,taskset --cpu-list 3 /tmp/topic22-5f93fdb-arm/output/binaries/atomic-cost-native fetch_add_relaxed 10000000
store_relaxed_aa,10,0,store_relaxed,50000000,4557,1000000,193240,9685229,0.193704580,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-arm/output/binaries/atomic-cost-native store_relaxed 50000000
store_relaxed_aa,10,1,store_relaxed,50000000,4577,1000000,193229,9684336,0.193686720,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-arm/output/binaries/atomic-cost-native store_relaxed 50000000
store_release_relaxed,11,0,store_release,50000000,4677,1000000,202080,9683043,0.193660860,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-arm/output/binaries/atomic-cost-native store_release 50000000
store_release_relaxed,11,1,store_relaxed,50000000,4722,1000000,193196,9722092,0.194441840,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-arm/output/binaries/atomic-cost-native store_relaxed 50000000
store_release_relaxed,11,2,store_relaxed,50000000,4759,1000000,193173,9678330,0.193566600,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-arm/output/binaries/atomic-cost-native store_relaxed 50000000
store_release_relaxed,11,3,store_release,50000000,4576,1000000,193369,9690218,0.193804360,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-arm/output/binaries/atomic-cost-native store_release 50000000
store_seqcst_release,11,0,store_seqcst,50000000,4560,1000000,193373,9694055,0.193881100,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-arm/output/binaries/atomic-cost-native store_seqcst 50000000
store_seqcst_release,11,1,store_release,50000000,4391,1000000,193365,9702594,0.194051880,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-arm/output/binaries/atomic-cost-native store_release 50000000
store_seqcst_release,11,2,store_release,50000000,4436,1000000,201608,9683403,0.193668060,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-arm/output/binaries/atomic-cost-native store_release 50000000
store_seqcst_release,11,3,store_seqcst,50000000,4492,1000000,193385,9688948,0.193778960,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-arm/output/binaries/atomic-cost-native store_seqcst 50000000
fetch_add_seqcst_relaxed,11,0,fetch_add_seqcst,10000000,4585,1000000,5204963,50463901,5.046390100,10000000,taskset --cpu-list 3 /tmp/topic22-5f93fdb-arm/output/binaries/atomic-cost-native fetch_add_seqcst 10000000
fetch_add_seqcst_relaxed,11,1,fetch_add_relaxed,10000000,4753,1000000,5050974,50735764,5.073576400,10000000,taskset --cpu-list 3 /tmp/topic22-5f93fdb-arm/output/binaries/atomic-cost-native fetch_add_relaxed 10000000
fetch_add_seqcst_relaxed,11,2,fetch_add_relaxed,10000000,4750,1000000,5047328,50471540,5.047154000,10000000,taskset --cpu-list 3 /tmp/topic22-5f93fdb-arm/output/binaries/atomic-cost-native fetch_add_relaxed 10000000
fetch_add_seqcst_relaxed,11,3,fetch_add_seqcst,10000000,4691,1000000,5046162,50468222,5.046822200,10000000,taskset --cpu-list 3 /tmp/topic22-5f93fdb-arm/output/binaries/atomic-cost-native fetch_add_seqcst 10000000
store_relaxed_aa,11,0,store_relaxed,50000000,4611,1000000,193185,9667166,0.193343320,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-arm/output/binaries/atomic-cost-native store_relaxed 50000000
store_relaxed_aa,11,1,store_relaxed,50000000,4602,1000000,193173,9739145,0.194782900,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-arm/output/binaries/atomic-cost-native store_relaxed 50000000
